term,estimate,std.error,statistic,p.value,cpgid,n,bacon.pval,bacon.statistic,bacon.es,bacon.se,lambda,b.lambda
BMI,0.44381321178512,0.526830096772282,0.842421901300287,0.554316437837465,cg1,4,0.399551838114674,0.842421901300287,0.44381321178512,0.526830096772282,1.03607520597106,2.30610174656064
BMI,-0.166440948857909,0.263972846574069,-0.630522991353227,0.64186251249285,cg10,4,0.52835246517485,-0.630522991353227,-0.166440948857909,0.263972846574069,1.03607520597106,2.30610174656064
BMI,-0.0841826877830553,0.394132898879324,-0.213589598895246,0.866037575610213,cg100,4,0.830867111111835,-0.213589598895246,-0.0841826877830553,0.394132898879324,1.03607520597106,2.30610174656064
BMI,0.500287025306227,0.219274422002567,2.28155669383258,0.262974516022038,cg1000,4,0.0225155259469122,2.28155669383258,0.500287025306227,0.219274422002567,1.03607520597106,2.30610174656064
BMI,-0.403300347111854,0.58463446294149,-0.689833344895058,0.615564375315242,cg1001,4,0.490298996655733,-0.689833344895058,-0.403300347111854,0.58463446294149,1.03607520597106,2.30610174656064
BMI,-0.371507932392755,0.080247605323936,-4.62952048093007,0.135432355304173,cg1002,4,3.66513476133935e-06,-4.62952048093007,-0.371507932392755,0.080247605323936,1.03607520597106,2.30610174656064
BMI,0.259725859446262,0.418266337475764,0.620958074258874,0.646238362599653,cg1003,4,0.534627208978052,0.620958074258874,0.259725859446262,0.418266337475764,1.03607520597106,2.30610174656064
BMI,0.458455030999953,0.14999756515636,3.05641648597463,0.2013009915681,cg1004,4,0.00223999871802113,3.05641648597463,0.458455030999953,0.14999756515636,1.03607520597106,2.30610174656064
BMI,0.0404600982775751,0.262402586720766,0.15419092770084,0.902606015479543,cg1005,4,0.877459195293477,0.15419092770084,0.0404600982775751,0.262402586720766,1.03607520597106,2.30610174656064
BMI,-0.765277360939188,0.230124801837083,-3.32548840815936,0.185960418374363,cg1006,4,0.000882637703349741,-3.32548840815936,-0.765277360939188,0.230124801837083,1.03607520597106,2.30610174656064
BMI,-0.408498964609041,0.634642351118096,-0.643667986999855,0.63591014533583,cg1007,4,0.519790753211876,-0.643667986999855,-0.408498964609041,0.634642351118096,1.03607520597106,2.30610174656064
BMI,0.580689201165472,0.264086609363977,2.19885893708885,0.271723938585969,cg1008,4,0.0278879541941901,2.19885893708885,0.580689201165472,0.264086609363977,1.03607520597106,2.30610174656064
BMI,-0.0171870026259585,0.613225805103334,-0.0280272005563471,0.982161999709337,cg1009,4,0.977640456758082,-0.0280272005563471,-0.0171870026259585,0.613225805103334,1.03607520597106,2.30610174656064
BMI,0.287238179020625,0.00497801202900071,57.7013830716447,0.0110319027677934,cg101,4,0,57.7013830716447,0.287238179020625,0.00497801202900071,1.03607520597106,2.30610174656064
BMI,-0.30466290508233,0.115820877800154,-2.63046620668873,0.2312759845966,cg1010,4,0.00852678464360159,-2.63046620668873,-0.30466290508233,0.115820877800154,1.03607520597106,2.30610174656064
BMI,0.455784757058259,0.0354705729664221,12.8496587154012,0.0494440531009683,cg1011,4,8.63905342988136e-38,12.8496587154012,0.455784757058259,0.0354705729664221,1.03607520597106,2.30610174656064
BMI,-0.259807824025503,0.0416009486783925,-6.24523796401899,0.101078805075869,cg1012,4,4.23155381011818e-10,-6.24523796401899,-0.259807824025503,0.0416009486783925,1.03607520597106,2.30610174656064
BMI,-0.630243325131607,0.220718783871884,-2.85541318267426,0.214454081218389,cg1013,4,0.00429808720589438,-2.85541318267426,-0.630243325131607,0.220718783871884,1.03607520597106,2.30610174656064
BMI,-0.715828066746694,0.406464317784421,-1.76110924237722,0.328766087296308,cg1014,4,0.0782199150152995,-1.76110924237722,-0.715828066746694,0.406464317784421,1.03607520597106,2.30610174656064
BMI,0.544388396312284,0.358893997981317,1.51685009884346,0.371058935438442,cg1015,4,0.129304534902029,1.51685009884346,0.544388396312284,0.358893997981317,1.03607520597106,2.30610174656064
BMI,-0.584153425282439,0.306079889791199,-1.9084998549919,0.307258537043882,cg1016,4,0.0563266418914843,-1.9084998549919,-0.584153425282439,0.306079889791199,1.03607520597106,2.30610174656064
